ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
827_OR,"Percent of workers, pushing/pulling with feet only is required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,% of operating engineers and other construction equipment operators; pushing/pulling with feet only is required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,"% of bus drivers, school or special client; pushing/pulling with feet only is required",66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,% of driver/sales workers; pushing/pulling with feet only is required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,% of heavy and tractor-trailer truck drivers; pushing/pulling with feet only is required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,% of light truck or delivery services drivers; pushing/pulling with feet only is required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
827_OR,% of industrial truck and tractor operators; pushing/pulling with feet only is required,66,Pushing/pulling: Feet only - nomatch,1,Percentage
828_OR,"Percent of workers, pushing or pulling with feet or legs is required",30,Pushing or pulling with feet or legs,1,Percentage
829_OR,"Percent of workers, pushing or pulling with hands or arms is required",29,Pushing or pulling with hands or arms,1,Percentage
830_OR,"Percent of workers, reaching at or below the shoulder is required",18,Reaching at or below the shoulder,1,Percentage
831_OR,"Percent of workers, reaching overhead is required",16,Reaching overhead,1,Percentage
838_OR,"Percent of workers, stooping is required",109,Stooping,1,Percentage
838_OR,% of general and operations managers; stooping is required,109,Stooping,1,Percentage
838_OR,% of construction managers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of education administrators, elementary and secondary school; stooping is required",109,Stooping,1,Percentage
838_OR,% of food service managers; stooping is required,109,Stooping,1,Percentage
838_OR,% of network and computer systems administrators; stooping is required,109,Stooping,1,Percentage
838_OR,% of computer user support specialists; stooping is required,109,Stooping,1,Percentage
838_OR,% of computer network support specialists; stooping is required,109,Stooping,1,Percentage
838_OR,% of civil engineers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of educational, guidance, school, and vocational counselors; stooping is required",109,Stooping,1,Percentage
838_OR,"% of child, family, and school social workers; stooping is required",109,Stooping,1,Percentage
838_OR,% of probation officers and correctional treatment specialists; stooping is required,109,Stooping,1,Percentage
838_OR,% of social and human service assistants; stooping is required,109,Stooping,1,Percentage
838_OR,"% of preschool teachers, except special education; stooping is required",109,Stooping,1,Percentage
838_OR,"% of kindergarten teachers, except special education; stooping is required",109,Stooping,1,Percentage
838_OR,"% of elementary school teachers, except special education; stooping is required",109,Stooping,1,Percentage
838_OR,"% of middle school teachers, except special and career/technical education; stooping is required",109,Stooping,1,Percentage
838_OR,"% of secondary school teachers, except special and career/technical education; stooping is required",109,Stooping,1,Percentage
838_OR,"% of special education teachers, kindergarten and elementary school; stooping is required",109,Stooping,1,Percentage
838_OR,"% of special education teachers, secondary school; stooping is required",109,Stooping,1,Percentage
838_OR,% of librarians; stooping is required,109,Stooping,1,Percentage
838_OR,% of library technicians; stooping is required,109,Stooping,1,Percentage
838_OR,% of teacher assistants; stooping is required,109,Stooping,1,Percentage
838_OR,% of coaches and scouts; stooping is required,109,Stooping,1,Percentage
838_OR,% of pharmacists; stooping is required,109,Stooping,1,Percentage
838_OR,% of occupational therapists; stooping is required,109,Stooping,1,Percentage
838_OR,% of physical therapists; stooping is required,109,Stooping,1,Percentage
838_OR,% of speech-language pathologists; stooping is required,109,Stooping,1,Percentage
838_OR,% of registered nurses; stooping is required,109,Stooping,1,Percentage
838_OR,% of nurse practitioners; stooping is required,109,Stooping,1,Percentage
838_OR,% of radiologic technologists; stooping is required,109,Stooping,1,Percentage
838_OR,% of emergency medical technicians and paramedics; stooping is required,109,Stooping,1,Percentage
838_OR,% of pharmacy technicians; stooping is required,109,Stooping,1,Percentage
838_OR,% of psychiatric technicians; stooping is required,109,Stooping,1,Percentage
838_OR,% of licensed practical and licensed vocational nurses; stooping is required,109,Stooping,1,Percentage
838_OR,% of medical records and health information technicians; stooping is required,109,Stooping,1,Percentage
838_OR,% of home health aides; stooping is required,109,Stooping,1,Percentage
838_OR,% of psychiatric aides; stooping is required,109,Stooping,1,Percentage
838_OR,% of nursing assistants; stooping is required,109,Stooping,1,Percentage
838_OR,% of medical assistants; stooping is required,109,Stooping,1,Percentage
838_OR,% of medical equipment preparers; stooping is required,109,Stooping,1,Percentage
838_OR,% of phlebotomists; stooping is required,109,Stooping,1,Percentage
838_OR,% of first-line supervisors of police and detectives; stooping is required,109,Stooping,1,Percentage
838_OR,% of correctional officers and jailers; stooping is required,109,Stooping,1,Percentage
838_OR,% of security guards; stooping is required,109,Stooping,1,Percentage
838_OR,"% of protective service workers, all other; stooping is required",109,Stooping,1,Percentage
838_OR,% of chefs and head cooks; stooping is required,109,Stooping,1,Percentage
838_OR,% of first-line supervisors of food preparation and serving workers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of cooks, fast food; stooping is required",109,Stooping,1,Percentage
838_OR,"% of cooks, institution and cafeteria; stooping is required",109,Stooping,1,Percentage
838_OR,"% of cooks, restaurant; stooping is required",109,Stooping,1,Percentage
838_OR,"% of cooks, short order; stooping is required",109,Stooping,1,Percentage
838_OR,% of food preparation workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of bartenders; stooping is required,109,Stooping,1,Percentage
838_OR,"% of combined food preparation and serving workers, including fast food; stooping is required",109,Stooping,1,Percentage
838_OR,% of waiters and waitresses; stooping is required,109,Stooping,1,Percentage
838_OR,"% of food servers, nonrestaurant; stooping is required",109,Stooping,1,Percentage
838_OR,% of dining room and cafeteria attendants and bartender helpers; stooping is required,109,Stooping,1,Percentage
838_OR,% of dishwashers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of hosts and hostesses, restaurant, lounge, and coffee shop; stooping is required",109,Stooping,1,Percentage
838_OR,% of first-line supervisors of housekeeping and janitorial workers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of first-line supervisors of landscaping, lawn service, and groundskeeping workers; stooping is required",109,Stooping,1,Percentage
838_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; stooping is required",109,Stooping,1,Percentage
838_OR,% of maids and housekeeping cleaners; stooping is required,109,Stooping,1,Percentage
838_OR,% of landscaping and groundskeeping workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of nonfarm animal caretakers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of hairdressers, hairstylists, and cosmetologists; stooping is required",109,Stooping,1,Percentage
838_OR,% of childcare workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of personal care aides; stooping is required,109,Stooping,1,Percentage
838_OR,% of fitness trainers and aerobics instructors; stooping is required,109,Stooping,1,Percentage
838_OR,% of recreation workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of residential advisors; stooping is required,109,Stooping,1,Percentage
838_OR,% of first-line supervisors of retail sales workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of cashiers; stooping is required,109,Stooping,1,Percentage
838_OR,% of counter and rental clerks; stooping is required,109,Stooping,1,Percentage
838_OR,% of parts salespersons; stooping is required,109,Stooping,1,Percentage
838_OR,% of retail salespersons; stooping is required,109,Stooping,1,Percentage
838_OR,"% of sales reps., wholesale and manufacturing, except technical and scientific products; stooping is required",109,Stooping,1,Percentage
838_OR,% of real estate sales agents; stooping is required,109,Stooping,1,Percentage
838_OR,% of first-line supervisors of office and administrative support workers; stooping is required,109,Stooping,1,Percentage
838_OR,"% of bookkeeping, accounting, and auditing clerks; stooping is required",109,Stooping,1,Percentage
838_OR,% of tellers; stooping is required,109,Stooping,1,Percentage
838_OR,% of customer service representatives; stooping is required,109,Stooping,1,Percentage
838_OR,% of file clerks; stooping is required,109,Stooping,1,Percentage
838_OR,% of receptionists and information clerks; stooping is required,109,Stooping,1,Percentage
838_OR,"% of shipping, receiving, and traffic clerks; stooping is required",109,Stooping,1,Percentage
838_OR,% of executive secretaries and executive administrative assistants; stooping is required,109,Stooping,1,Percentage
838_OR,% of medical secretaries; stooping is required,109,Stooping,1,Percentage
838_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; stooping is required",109,Stooping,1,Percentage
838_OR,"% of office clerks, general; stooping is required",109,Stooping,1,Percentage
838_OR,"% of office and administrative support workers, all other; stooping is required",109,Stooping,1,Percentage
838_OR,% of first-line supervisors of construction trades and extraction workers; stooping is required,109,Stooping,1,Percentage
838_OR,% of cement masons and concrete finishers; stooping is required,109,Stooping,1,Percentage
838_OR,% of construction laborers; stooping is required,109,Stooping,1,Percentage
